Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Condo for rent near Ryerson University,2300,"251 Jarvis Street, Toronto, Ontario",2024-03-11 21:31:51,,,,,,,,,No,,No,,,,,,"- 2 bedroom 1 bath near Ryerson University
- short term rental
- 2300 + Utilities",16 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/condo-for-rent-near-ryerson-university/1687946557
Large Cozy Private Room,949,"1 Dellbank Rd, Toronto, M3H 4M9",2024-03-11 21:31:12,,,,,,,,,,,Yes,,,,,,"Private room in SHARED basement apartment.
Available March 1, 2024
House is overlooking a quiet ravine/backyard.
Safe and quiet neighborhood with lots of park trails.
Room is meant for single occupancy, looking for a long term tenant.
Parking is not available.
Laundry included.
All utilities included.",17 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-cozy-private-room/1687946499
BRAND NEW 3 BEDROOM BASEMENT CLOSE TO ALL AMENITIES,2650,"87 Packard Boulevard, Scarborough, ON M1P 4K7",2024-03-11 21:31:05,Basement,3,1,,Not Included,1,1 Year,"April 1, 2024",No,"1,023",No,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"87 Packard Blvd - McCowan & Ellesmere - 3 Bedroom - (Basement) - M1P 4K7
* Highly Sought After Unique Charming Home In Bendale Neighbourhood.
* Very Convenient Location. Steps to Scarborough Town Centre, Civic Centre, RT, shopping , etc..
* Nestled On A Quiet Street. Very Clean and Well Cared For.
* Bright and beautiful house with basement apartment in upscale neighborhood.
* Separate Entrance to Basement Apartment
* Complete Privacy Due To Huge Park like Backyard
* Steps to St. Andrew’s Public School. Move just in time for the school year!
* Minutes to Highway 401 and 404
* BASEMENT ONLY: 3 Bedrooms, 1 Washroom
* Close to all Amenities (Public Library, Park, Public Transit, Ravine, Rec. Centre and Schools)
* Minimum 1 Year Lease
* NON-SMOKER
* Full House Available
* Available: April 1st, 2024
* Utilities Excluded: Rent + approx. 45% Utilities",24 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-3-bedroom-basement-close-to-all-amenities/1687946482
2 Bedroom / 1 Bath Apartment for Rent,2975,"Toronto, ON M6N 5C6",2024-03-11 21:30:31,Apartment,2,1,,Not Included,1,1 Year,"March 1, 2024",Yes,850,No,Yes,Yard,No,"Laundry (In Unit), Fridge / Freezer",Bicycle Parking,1 Roseneath Gardens - just north of St Clair Ave W. Excellent midtown location. AVAILABLE IMMEDIATELY!,493 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bath-apartment-for-rent/1685503614
Room in Salon for Rent,1650,"Dupont Street, Toronto, ON",2024-03-11 21:29:59,,,,,,,,,,,No,,,,,,"Room in salon for rent at Davenport and Dupont.
Shared washroom and laundry.",20 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/room-in-salon-for-rent/1687946384
"(MENS ONLY) BASEMENT ROOM FOR RENT $450/MONTH INC WIFI, LAUNDRY",450,"Scarborough, ON M1G 2V7",2024-03-11 21:28:57,,,,,,,,,,,Yes,,,,,,PLEASE CALL 647-821-6074 IF INTERESTED,80 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/mens-only-basement-room-for-rent-450-month-inc-wifi-laundry/1687946284
Private room with shared washroom in Etobicoke April 1!!!!,1050,"Toronto, ON M9W 0E1",2024-03-11 21:27:32,,,,,,,,,No,,No,,,,,,Private room with shared washroom Etobicoke April 1!,51 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-with-shared-washroom-in-etobicoke-april-1/1687946147
Private room with private washroom for 2 ppl in Etobicoke April,1250,"Toronto, ON M9W 0E1",2024-03-11 21:26:06,,,,,,,,,No,,No,,,,,,Private room with private washroom 2 big closets April 1 Rexdale,31 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-with-private-washroom-for-2-ppl-in-etobicoke-april/1687946012
STUDENT WELCOME ! AMAZING BASEMENT IN SCARBOROUGH,1500,"Scarborough, ON M1G 2P1",2024-03-11 21:24:51,Basement,1,1,,Not Included,1,1 Year,"March 12, 2024",No,1,No,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,MESSAGE FOR FAST RESPONSE !,59 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/student-welcome-amazing-basement-in-scarborough/1687945895
Room for Rent Lansdowne/Dupont,850,"Lansdowne Ave, Toronto, ON, M6H1V4",2024-03-11 21:22:08,,,,,,,,,,,Yes,,,,,,"Room for rent by lansdowne and wallace
Located in a trendy neighbourhood, walking distance to lansdowne subway station, dufferin mall, and shops. Great for students or working professionals. First and last required. Available for April 1st.
-no pets, no smoking, no parking
$850 / month",77 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-lansdowne-dupont/1687945632
SPACIOUS ROOM FOR RENT IN ETOBICOKE,940,"Etobicoke, ON M9W 4L7",2024-03-11 21:21:57,,,,,,,,,No,,Yes,,,,,,"1 PRIVATE SPACIOUS ROOM FOR RENT starting APRIL 1. KITCHEN shared with other girl. SEPARATE ENTRANCE. 1st FLOOR. Clean house, huge kitchen. Hydro, water, gas, laundry, high speed (500 Mbps) internet included. LOOKING FOR QUIET AND CLEAN 1 FEMALE. NO PETS. NO SMOKERS. CAR PARKING AVAILABLE. FOR MORE DETAILS PLEASE SEND A MESSAGE WITH THE PHONE NUMBER.",65 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/spacious-room-for-rent-in-etobicoke/1687945611
Takeover Lease of Downtown 2 Bed 2 Bath Condo,3300,"70 Temperance Street, Toronto, ON",2024-03-11 21:20:18,,,,,,,,,Yes,,No,,,,,,"Move in anytime.
A 2 bedroom and 2 bath condo available for sublet or lease takeover in the heart of Toronto's financial district with a view of Nathan Philips Square.
Condo includes hardwood floors, appliances (fridge/freezer, oven, stove, dishwasher, microwave) and in-suite washer and dryer. Heating/air conditioning and water are included.
Partially furnished with couch, desk, table, bookshelf, bedside tables, and a wine mini fridge. Ample closet space (4 closets!). Unit is pet friendly.",40 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/takeover-lease-of-downtown-2-bed-2-bath-condo/1687945461
2 Bedroom Apartment for Rent - 2757 Kipling Avenue,2799,"2757 Kipling Avenue, Toronto, ON, M9V 4C4",2024-03-11 21:18:46,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,No,859,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-2757-kipling-avenue/1684095829
3 Bedroom Apartment for Rent - 2737 Kipling Avenue,3216,"2737 Kipling Avenue, Toronto, ON, M9V 4C3",2024-03-11 21:18:45,Apartment,3,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,No,"1,063",No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-2737-kipling-avenue/1684189380
Studio Apartment for Rent - 2757 Kipling Avenue,1898,"2757 Kipling Avenue, Toronto, ON, M9V 4C4",2024-03-11 21:18:43,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,No,443,No,No,Not Included,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-for-rent-2757-kipling-avenue/1684189280
3 Bed room Basement for rent,2400,"Scarborough, ON M1K 2X4",2024-03-11 21:16:51,,,,,,,,,,,No,,,,,,"Basement for rent. have separate entrance, three room, separate washroom, separate kitchen, separate laundry. Renting for small family or couples. $2400 per month plus 35% utilities.
Basement is under renovation, I will update the photos as soon as possible.
If interested please leave a brief description about the occupant , I will get back to you at the earliest.",20 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/3-bed-room-basement-for-rent/1687945151
$1600 Basement  with seperate entrance for Rent (Scarborough),,"Wharnsby Dr, Scarborough, ON M1X 1Z9",2024-03-11 21:16:41,Basement,1,1,,Not Included,1,1 Year,"April 1, 2024",No,"1,000",No,Yes,Not Included,No,,,"1 Bedroom
1 Full Washroom
1 Kitchen/Living Room
Seperate walkout Entrance
Main Intersection : Morningside and Finch
TTC Stops: 113,116,39,53
Birunthan Park, NighstarPark, Thomas L. Wells public school
Utilities 30%
Contact for more info
Text Piri the Landlord
647 332 1580
Torontoleasepiri@gmail.com",70 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1600-basement-with-seperate-entrance-for-rent-scarborough/1687945137
Room for rent ( male or female ),,"39 Dixington Crescent, Etobicoke, ON M9P 2K3",2024-03-11 21:13:55,,,,,,,,,,,No,,,,,,"Available April 1, 2024 All inclusive bright spacious room but Washroom(kitchen and lobby) to be shared with another Male working tenant living next room. The room has wardrobe, Laundry in house, Unlimited high speed wireless internet, Electricity, Water. The house is in a beautiful quiet residential neighbourhood
Close to AIRPORT and HUMBER COLLEGE NORTH CAMPUS.
4-minutes walking distance to NOFRILLS, pizza, Tim hortens, and Shopping plaza. Close to Wallmart, Metro, Costco, Superstore, restaurants, banks, pharmacy, medical center, and fast food stores.
24 Hrs. TTC BUS STOP near of the HOUSE (TTC 37,52,58 buses )
Rent is 450 + utilities per person, only need two person
First and last month rent is required.
No parking available
Requirements:
No smoke/drug,
**Looking for clean, quiet, well behaved fulltime professionals or students
To apply:
Please include a small intro description of yourself, Thanks.",23 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-male-or-female/1687944884
SALON CHAIR RENTAL,,"Queens Quay West, Toronto, ON",2024-03-11 21:13:46,,,,,,,,,,800,Yes,,,,,,"Offering a salon chair for rental, nestled on the west side of the harbour front, downtown Toronto.",12 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/salon-chair-rental/1687944873
Furnished Single Private Room - Lawrence and Markham – NOW/Apr 1,825,"Scarborough, ON M1G 1V6",2024-03-11 21:12:05,,,,,,,,,No,,Yes,,,,,,**Furnished Mainfloor Private Room**,18 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-single-private-room-lawrence-and-markham-now-apr-1/1687944678
Forest Hill Residences - 3 Bedroom Apartment for Rent,4500,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-13 14:52:39,Apartment,3,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,"2,002",No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1687441956
1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,2525,"30 Denton Avenue, Toronto, ON, M1L 4P2",2024-03-04 00:39:54,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building","Live well at Cambridge Place Apartments, located in the heart of Danforth Village. Rent an apartment close to major transit hubs, including the Danforth GO Station and the Victoria Park TTC Station. With many local shops and conveniences in the area, this is the perfect spot to call home. All these conveniences, compliment your bright and airy suite. Enjoy sipping coffee from your balcony or take a dip in our pool. This vibrant Scarborough neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1636404248
Room for rent,950,"Etobicoke, ON M8Z 4J6",2024-03-12 01:03:49,,,,,,,,,,,Yes,,,,,,Large room for rent. Looking for student or working young people.,100 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687964281
1 Bdm. Apartment for Rent in North York!  Bathurst and Rockford,1815,"6010 Bathurst Street, North York, ON, M2R 1Z7",2024-03-05 15:34:10,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. & O.E.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdm-apartment-for-rent-in-north-york-bathurst-and-rockford/1687345786
2Bed2Bath+Balcony Brand-new Highrise Condo Downtown Eaton Centre,2950,"47 Mutual Street, Toronto, ON",2024-03-01 03:28:04,Condo,2,2,,Not Included,0,1 Year,"March 4, 2024",No,831,No,Yes,Balcony,Outdoors only,Laundry (In Unit),"Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","ABSOLUTELY BRAND NEW /FIRST TENANT high rise condo. 30th floor! This is a preconstruction condo that just completed on Feb 20, 2024. You will be the FIRST TENANT to move in the 2bed2bath+Balcany unit with Gorgeous View! 660sq ft of living space + 171 sq ft of balcony. More detail on this brand new building: https://thegardendistrictcondos.com/",200 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bed2bath-balcony-brand-new-highrise-condo-downtown-eaton-centre/1686907375
Forest Hill Residences - 3 Bedroom Apartment for Rent,3600,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",2024-03-08 05:48:44,Apartment,3,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Yes,"1,207",No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-3-bedroom-apartment-for-rent/1685349262
Beautiful Townhouse 2 bedroom North York for lease,3000,"George Appleton Way, North York, Ontario",2024-03-11 21:10:29,Townhouse,2,1.5,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"May 1, 2024",Limited,800,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Beautiful cozy Townhouse 2 bedroom, 1 Den, 1.5 bathrooms, 1 parking and 1 storage. Near from 401 and Keele",30 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-townhouse-2-bedroom-north-york-for-lease/1687944522
Rental Basement,2000,"Sawmill Rd, North York, ON M3L",2024-03-11 21:10:00,Basement,1,1,,Not Included,1,Month-to-month,"April 1, 2024",No,1,No,Yes,Not Included,Outdoors only,,,"Our newly renovated, clean, bright spaced 1 + 1 basement with a washing machine is available for rent from April 1st.
Furniture not included!
Located at Keele and Sheppard; in the North York area
Please contact me directly at (647) 784-8563.
Thank you.",35 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rental-basement/1687944470
Student Female room available in Downtown,,"Jarvis St, Toronto, ON M4Y 2G6",2024-03-11 21:09:14,,,,,,,,,,,Yes,,,,,,"This is a private room in a Student accommodation sharing apartment with other female
Amazing location for student in UOFT, TMU, GEORGE BROWN STUDENTS
5 Bedroom 2 washroom in the unit
Available for short or long term
Comes Furnished with all utilities included with wifi
Feel free to ask any questions",37 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/student-female-room-available-in-downtown/1687944374
Mainfloor apartment available for rent,2900,"Etobicoke, ON M9W 5L7",2024-03-11 21:08:50,House,3,1,,Internet,2,1 Year,"March 12, 2024",No,"1,000",Yes,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"Clean and spacious furnished mainfloor apartment for rent in quiet neighbourhood in Rexdale and Kipling community available immediately.
- Prices: $2900/month plus utilities. Apartment comes fully furnished.
- Walking distance to bus stops of bus routes 96, 996, 45 and 46
- 7-min driving distance or 16 mins by bus 96 or 996 from Humber College – North campus
- 13-min driving distance from Pearson airport
- 8-min driving distance from Etobicoke North Go station
- Short driving distance from 3 Chinese supermarkets (Bestco, Sunny, Fresh value), No Frills, LCBO, the Beer store, Giant Tiger, new Costco, 2 Canadian Tire stores
- Walking distance to West Humber trail and park
- Female renters are preferred
- No smoking, no vaping, no drugs, no pets allowed
- First and last month rents are required. Employment, renter and credit history search will be conducted
- Utilities are not included.
- Internet is included
- Require at least one-year lease",48 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mainfloor-apartment-available-for-rent/1687944336
1 Bedroom Apartment for Rent Near Geary Ave.,1995,"Bartlett Ave, Toronto, ON",2024-03-11 21:07:50,Basement,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,650,No,No,Yard,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Renovated 1 bedroom lower level apartment with 5 appliances, heated floors and use of yard. Located on a residential street close to shopping, restaurants and transportation. Hydro not included. Washer/dryer in unit. Street parking only. Use of green space.",55 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-near-geary-ave/1687944243
Fully furnished Studio. King & Young St. High fl. South lake vie,1995,"1 King St W, Toronto, ON M5H 1A1",2024-03-11 21:07:12,Condo,Bachelor/Studio,1,,Not Included,0,1 Year,"March 20, 2024",No,380,Yes,Yes,Not Included,No,,,"Fully furnished Studio. King & Young St. High fl. South lake view
Fully furnished. 1 King St. W. High floor at Young St. South lake view, Bachelor,6 appliances, there is pool, Hot tub, Sauna, Gym, Building located at Center of financial district, connect with subway. $1995/month, including Utility, cable, Internet, 1Year lease. Employment letter and Reference needed.",33 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-studio-king-young-st-high-fl-south-lake-vie/1687944172
Basement Apartment at Warden / Kingston Rd,1650,"Dunington Drive, Scarborough, ON",2024-03-11 21:02:58,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"April 1, 2024",No,600,No,Yes,Yard,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Area:
Quiet and safe neighbourhood close to Danforth Ave / Kingston Rd and Warden. Accessible to TTC (1 minute walk to TTC stop, 12 minutes bus ride to Warden / Victoria Park Station, 24 minutes driving to Union Station)",34 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-at-warden-kingston-rd/1687943697
Renovated 3 Bed 1.5 bath Townhouse for rent,2895,"Scarborough, ON M1X 2E5",2024-03-11 21:00:32,Townhouse,3,1.5,,Not Included,1,1 Year,"March 16, 2024",No,"1,449",No,Yes,Yard,Outdoors only,Laundry (In Unit),,Beautiful 3 Bedroom newly renovated Townhouse for rent on the corner of Morningside Ave. and Finch Ave. extra large kitchen space. Brand new hardwood flooring and freshly painted.,18 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-3-bed-1-5-bath-townhouse-for-rent/1687942699
A beautiful condo in t heart of Toronto Entertainment District,2700,"King Street West, Toronto, ON",2024-03-11 21:00:31,Condo,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,Month-to-month,"April 1, 2024",Yes,650,Yes,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Fully furnished condo, high floor, one-year-old building, upgraded kitchen, state-of-the-art gym , outdoor space. live in the heart of Downtown Toronto, next to SkyDome, walk to any transportation",109 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-beautiful-condo-in-t-heart-of-toronto-entertainment-district/1685944438
Condo for rent in heart of downtown Toronto,2200,"99 John St, Toronto, ON M5V 0S6",2024-03-11 21:00:31,Condo,Bachelor/Studio,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,450,Yes,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","99 John St is a newly constructed condominium building completed in May 2022. The interior and exterior are almost brand new, situated in close proximity to Toronto's Financial District, Entertainment District, Rogers Centre, and the CN Tower. The surrounding area features a plethora of restaurants, bars, and entertainment options. Additionally, the subway station and highway entrances are conveniently located. The building boasts comprehensive facilities, including a brand-new outdoor swimming pool, hot tub, outdoor barbecue terrace, indoor dining room, business center, and gym. With a 24-hour manned front desk, the building ensures security. The unit is equipped with new stove, range hood, dishwasher, refrigerator, as well as a washer and dryer
Amenities include: Concierge, Gym, Media Room, Theatre Room, outdoor Terrace, Guest suite, etc .
Sorry, No parking spot , No smoking inside ,No drug
Requirement:
Employer’s letter/ Student Card
Currently pay stubs
Currently landlord reference letter
Photo ID
Please Call or Test Message with your personal information
Chenny 4377756911
Don’t miss out- this Fantastic opportunity at this high demand Location",72 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent-in-heart-of-downtown-toronto/1687077570
Basement apartment for rent in the quiet Rexdale/Kipling area,1700,"Etobicoke, ON M9W 5L7",2024-03-11 21:00:29,Basement,2,1,,Internet,1,1 Year,"March 12, 2024",No,900,Yes,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"Clean and spacious furnished basement apartment for rent in quiet neighbourhood in Rexdale and Kipling community available immediately.
- Prices: $1700/month plus utilities. Apartment comes fully furnished.
- Walking distance to bus stops of bus routes 96, 996, 45 and 46
- 7-min driving distance or 16 mins by bus 96 or 996 from Humber College – North campus
- 13-min driving distance from Pearson airport
- 8-min driving distance from Etobicoke North Go station
- Short driving distance from 3 Chinese supermarkets (Bestco, Sunny, Fresh value), No Frills, LCBO, the Beer store, Giant Tiger, new Costco, 2 Canadian Tire stores
- Walking distance to West Humber trail and park
- Female renters are preferred
- No smoking, no vaping, no drugs, no pets allowed
- First and last month rents are required. Employment, renter and credit history search will be conducted
- Utilities are not included.
- Internet is included
- Require at least one-year lease",100 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-in-the-quiet-rexdale-kipling-area/1687943452
Cozy Room in Downtown Toronto - All-Inclusive w/Free Internet,1300,"60 Princess Street, Toronto, ON",2024-03-11 20:58:43,,,,,,,,,Yes,,Yes,,,,,,Hello Toronto dwellers!,91 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/cozy-room-in-downtown-toronto-all-inclusive-w-free-internet/1687943287
Condo at Steeles / McCowan,850,"Alton Towers Cir, Scarborough, ON M1V",2024-03-11 20:55:56,,,,,,,,,No,,Yes,,,,,,"FEMALE ONLY
Single bedroom available for single Female
Located at Alton Tower Cir, Scarborough, ON
✅ You & 1 other female to share 3pcs full washroom
✅ All Utilities included
✅ Free wifi
✅ In-unit Laundry
✅ Open concept kitchen
✅ Penthouse very Nice City view
Full time employees or students whom is Respectful and Clean
The Condo is Newly renovated and is 5minutes walk to Supermarkets, Dollarama and a short distance to Walmart & Shopper's Drug Mart
Availability April-01-2024",24 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/condo-at-steeles-mccowan/1687942996
One Bedroom Basement Apartment For Rent,1550,"North York, ON M2R 2H8",2024-03-11 20:54:17,Basement,1,1,"Hydro_No,Heat_No,Water_Yes",Internet,1,1 Year,"April 1, 2024",No,850,No,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"One-bedroom basement apartment with a separate entrance for rent, near Bathurst and Finch, North York. Available for rent from April 1st.
Includes:
•	1 Bedroom
•	1 Bathroom
•	1 Kitchen
•	1 Living room
•	1 Parking space in driveway
•	Shared Internet",114 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-basement-apartment-for-rent/1687942847
Affordable New Units @ 3100 Keele St - Move In Ready!,2150,"Keele Street, North York, ON",2024-03-11 20:53:50,Condo,1,1,,Not Included,1,1 Year,"March 11, 2024",No,500,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building","A Prime Address In North York's Dynamic Downsview Park Neighborhood, Offering The Ideal Fusion Of Urban Accessibility And Natural Serenity. Here, You'll Find The Perfect Balance Between Convenience And Outdoor Escapes. Backed By A Lush Ravine With Hiking And Biking Routes Connecting Downsview Park To York University, Nature Enthusiasts Will Relish The Proximity To Green Spaces And Scenic Trails. The Downsview & Wilson Subway Stations Are Just Minutes Away, Ensuring Easy Access To Toronto's Public Transit, While The Nearby 401 Highway Streamlines Your Commute. With York University And Yorkdale Shopping Centre In Close Reach, This Location Caters to Students, Professionals, And Shoppers. The Keeley Also Introduces A Host Of Vibrant Amenities, From A Tranquil Courtyard And A 7th-Floor Sky Yard With Sweeping Views, To A Pet Wash, Library And Fitness Center. Experience The Best Of North York Living At The Keeley. Where Urban Vitality Meets Natural Splendor.",36 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/affordable-new-units-3100-keele-st-move-in-ready/1687942786
1 big den + private washroom for rent,1100,"125 Redpath Ave, Toronto, ON M4S 0B5",2024-03-11 20:51:33,Condo,1 + Den,1,,Internet,0,Month-to-month,"May 1, 2024",No,699,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building","NOT FOR 2 PEOPLE!
Rent : 1100 all inclusive
Kindly read description before reaching out please
Women preferred
Viewings are welcome
- 1 bedroom and bathroom in a shared 2 bed 2 bath apartment
- you will have to share the kitchen and living area with another friendly couple
- it is 5 mins from eglinton subway station and 20 mins from union by line 1
- room is good for 1 person only
- unfurnished (will come with a bed if needed)
- it is a condo with gym, theatre, games area, patio ( free for use)
- no parking but you can rent it from someone else in the apartment if you want
- closet space outside room
- grocery stores nearby : metro & loblaws 2 mins walking distance
Required:
First and last month rent
-key deposit
-application form
It is a month to month lease
No negotiations please and available only from May 1
Please message me if you have any other questions.",107 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-big-den-private-washroom-for-rent/1687942591
3 rooms for rent in private basement apartment,650,"Ellesmere Rd at Meadowvale Rd, Toronto, M1C 1T1",2024-03-11 20:51:31,,,,,,,,,No,,Yes,,,,,,"3 furnished rooms for rent in a private basement with a separate entrance. $650 per room. . Basement comes with a 1 full kitchen, 1 full bathroom and 1 massive common area. Internet and utilities included. Close to UTSC and centennial college. Located at Meadowvale & Ellesmere. Bus stop is right outside the house. Students and working individuals preferred. Parking spots limited and for extra $$$. No pets or smoking inside. No guests.",90 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/3-rooms-for-rent-in-private-basement-apartment/1687942587
"Clean, small room",700,"Toronto, ON M4J 1N4",2024-03-11 20:50:33,,,,,,,,,Yes,,Yes,,,,,,"Decent size room + private bathroom. There’s a large closet, big window, furnished. Internet is available. Laundry onsite. Plenty of shops, grocery stores and parks in the area. Steps to the TTC. Street parking only. Smoking must be outside at all times. Common space shared with one other tenant.",61 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/clean-small-room/1687942495
Room for rent,700,"Bathurst St, North York, ON M2R 1Z4",2024-03-11 20:50:27,,,,,,,,,,,,,,,,,"1 bedroom in a 3 bedroom 2 washroom newly furnished apartment.
Room will be shared by 2 people so $700 each.
3 people are living in this apartment right now.
Room contains wardrobe and a huge window with a beautiful view.
Large living room,balcony kitchen with microwave, refrigerator, stove,oven and dishwasher.
Building includes basment laundry, paid parking underground, gym, swimming pool, media room etc.
Unit is on 16th floor with a beautiful view of CN tower.
close to Seneca Newnham, Seneca York, York university, and Yorkville university.
Utilities and deposits are extra.
All Emenities are closer to the apartment at 5 min walk:-
1. Metro
2. Freshco
3. Gas station
4. Shoppers drug mart
5. Banks:- TD bank, scotiabank, ICICI
6. All food outlets such as mcdonalds, subway, pizza pizza, popoyes, A$W.
7. Walmart (15 min WALK)
8. Canadian tire
9. Fit 4 less
10. No frills
11. Ttc staright to finch station max (15min)
For more information call :- 6474660682","1,221 visits",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1679411034
